Order,Vertex_ID
328,6767
329,6787
330,6791
331,6710
332,7514
333,6766
334,7508
335,6714
336,7506
337,6769
338,6761
339,7513
340,6770
341,6785
342,6794
343,6798
344,6777
345,6764
346,6763
347,6755
348,6753
349,6747
350,6742
351,6760
352,6588
353,6772
354,6735
355,6715
356,6716
357,6720
358,6705
359,6706
360,10796
361,6686
362,6689
363,10794
364,10793
365,10792
366,10791
367,10790
368,6682
369,6704
370,6708
371,6721
372,6736
373,6723
374,6743
375,7632
376,6709
377,6774
378,7515
379,6722
380,6701
381,6703
382,6683
383,7591
384,6655
385,6668
386,6671
387,6672
388,6658
389,6643
390,6641
391,6702
392,10936
393,6681
394,6848
395,6642
396,6621
397,6622
398,6623
399,6625
400,6657
401,6654
402,6652
403,10787
404,10788
405,10789
406,6688
407,6687
408,6685
409,10786
410,6650
411,6653
412,6662
413,10441
414,6651
415,6649
416,6626
417,7343
418,6630
419,7344
420,6632
421,7345
422,10435
423,6631
424,6629
425,6635
426,6613
427,6614
428,6616
429,7640
430,10602
431,10605
432,10409
433,10410
434,7639
435,7616
436,6645
437,6644
438,6680
439,6690
440,10591
441,5467
442,5452
443,5451
444,5453
445,5478
446,7613
447,7614
448,5529
449,7634
450,7582
451,5528
452,5552
453,6933
454,6970
455,6993
456,5581
457,5577
458,7000
459,6152
460,6151
461,6153
462,7021
463,7020
464,7075
465,7074
466,5620
467,5621
468,5625
469,5624
470,5629
471,7102
472,7072
473,7068
474,6640
475,5631
476,5584
477,5583
478,6090
479,10389
480,6067
481,6068
482,6081
483,5697
484,6076
485,6082
486,5821
487,5848
488,6092
489,6091
490,9538
491,9553
492,9554
493,9542
494,9543
495,9556
496,9561
497,10333
498,10115
499,10114
500,10125
501,10122
502,10124
503,10123
504,10116
505,10102
506,10099
507,10098
508,10095
509,10094
510,10077
511,10081
512,10090
513,10084
514,10085
515,10087
516,10091
517,10086
518,10088
519,9517
520,10089
521,9539
522,10093
523,9540
524,9531
525,10092
526,9530
527,9522
528,9536
529,9537
530,9541
531,10097
532,10101
533,10427
534,10096
535,9521
536,9528
537,10104
538,9529
539,9520
540,9525
541,9524
542,9526
543,9519
544,9512
545,9518
546,9511
547,9514
548,10080
549,10076
550,10068
551,10069
552,10065
553,10064
554,10067
555,9496
556,9494
557,9498
558,10070
559,10075
560,10074
561,10078
562,10079
563,10332
564,9490
565,9488
566,9487
567,9486
568,9459
569,10071
570,9493
571,9492
572,9485
573,9484
574,9458
575,10805
576,10082
577,9476
578,9478
579,9482
580,9483
581,10062
582,10063
583,10061
584,10066
585,10058
586,10056
587,10057
588,10053
589,10052
590,10048
591,10051
592,10026
593,10050
594,10049
595,9455
596,10047
597,9470
598,10054
599,10060
600,9491
601,9499
602,9468
603,9469
604,9467
605,9481
606,9462
607,9461
608,9480
609,9457
610,10127
611,9465
612,9464
613,9466
614,9463
615,9451
616,9452
617,9453
618,9447
619,9428
620,9446
621,9450
622,9449
623,9454
624,9448
625,9442
626,9440
627,9439
628,9441
629,9436
630,9443
631,10025
632,10019
633,10154
634,10020
635,10027
636,10029
637,10028
638,10035
639,10023
640,10024
641,10939
642,10938
643,10940
644,10005
645,10004
646,10040
647,10046
648,10041
649,10045
650,10043
651,10038
652,10032
653,10037
654,10033
655,10039
656,10042
657,10031
658,10030
659,10014
660,10155
661,10034
662,10013
663,10011
664,10036
665,10008
666,10017
667,10044
668,10009
669,9337
670,9333
671,9302
672,9339
673,9383
674,9338
675,9304
676,9325
677,9326
678,9328
679,9327
680,9277
681,9388
682,9385
683,10002
684,10933
685,10934
686,10003
687,9999
688,9997
689,10001
690,10022
691,9998
692,9996
693,10018
694,9432
695,9431
696,9424
697,9419
698,9423
699,9425
700,9427
701,9426
702,9422
703,9421
704,9264
705,9418
706,9995
707,9992
708,9994
709,9993
710,9266
711,9265
712,9991
713,9417
714,9386
715,9246
716,9269
717,9379
718,9263
719,9275
720,9262
721,9387
722,9391
723,9412
724,9413
725,9420
726,9435
727,9433
728,9430
729,9438
730,9308
731,9415
732,9414
733,9157
734,9410
735,10414
736,9223
737,9205
738,9210
739,9211
740,9231
741,9411
742,9241
743,9392
744,9242
745,9238
746,9239
747,9232
748,9233
749,9224
750,9225
751,9219
752,9222
753,9373
754,9374
755,9221
756,9218
757,9359
758,9360
759,9362
760,9361
761,9365
762,9251
763,9366
764,9250
765,9247
766,9249
767,9248
768,9334
769,9271
770,9270
771,9288
772,9300
773,9346
774,9345
775,9341
776,9384
777,9380
778,9344
779,9381
780,9343
781,9340
782,9382
783,9303
784,9305
785,9342
786,9298
787,9299
788,9370
789,9324
790,9322
791,9323
792,9347
793,9349
794,9350
795,9351
796,497606
797,497608
798,497609
799,497611
800,497612
801,497602
802,497613
803,497614
804,497615
805,497616
806,497617
807,497618
808,497619
809,497620
810,497621
811,497622
812,497623
813,497625
814,498409
815,498408
816,498369
817,498370
818,498355
819,498353
820,498354
821,498371
822,498299
823,498277
824,498275
825,498280
826,498340
827,498282
828,498342
829,498377
830,498378
831,498287
832,498281
833,498279
834,498293
835,486522
836,498407
837,486521
838,498406
839,498405
840,498404
841,498351
842,498350
843,498352
844,498403
845,498362
846,498361
847,498360
848,498298
849,498297
850,498402
851,498401
852,498400
853,498382
854,498399
855,498398
856,498397
857,498396
858,498272
859,498383
860,498384
861,498292
862,498278
863,498273
864,498270
865,498271
866,498335
867,498263
868,498338
869,498331
870,498330
871,498295
872,498333
873,498268
874,498266
875,498267
876,498332
877,486505
878,486510
879,498327
880,498329
881,498254
882,498253
883,498256
884,498242
885,498248
886,498334
887,498336
888,498381
889,498219
890,498387
891,498388
892,498337
893,498364
894,498056
895,498042
896,498055
897,498039
898,498073
899,498082
900,498092
901,498091
902,498100
903,498150
904,498149
905,498173
906,498151
907,498099
908,498365
909,498108
910,498107
911,498109
912,498072
913,498077
914,498081
915,498069
916,498065
917,498067
918,498366
919,498066
920,498060
921,498061
922,498027
923,498014
924,498053
925,498054
926,498041
927,498040
928,498044
929,498025
930,498028
931,498004
932,498016
933,497991
934,498017
935,498030
936,498029
937,497997
938,498057
939,498386
940,498389
941,496363
942,496392
943,496391
944,496460
945,496459
946,497963
947,497998
948,499046
949,497977
950,499470
951,497955
952,497973
953,497985
954,498015
955,499070
956,497981
957,497975
958,497965
959,497966
960,499042
961,497952
962,496461
963,496452
964,496469
965,496439
966,496431
967,496398
968,496418
969,499043
970,496417
971,499044
972,496399
973,496361
974,499045
975,496334
976,496360
977,496375
978,496407
979,496432
980,497081
981,496468
982,497967
983,496470
984,499041
985,497976
986,497945
987,498363
988,497990
989,498003
990,498356
991,498012
992,498013
993,498002
994,498026
995,498076
996,498358
997,498412
998,498357
999,498123
1000,486536
1001,498152
1002,498303
1003,498305
1004,498302
1005,498304
1006,498312
1007,498314
1008,498206
1009,498311
1010,498213
1011,498224
1012,498359
1013,498348
1014,498347
1015,498291
1016,498289
1017,498290
1018,498230
1019,498235
1020,498231
1021,498321
1022,498317
1023,498320
1024,498309
1025,498318
1026,498319
1027,498316
1028,498315
1029,498300
1030,498214
1031,498217
1032,498216
1033,499363
1034,498326
1035,498345
1036,498226
1037,498225
1038,498227
1039,498343
1040,498245
1041,498374
1042,498376
1043,498375
1044,498265
1045,498264
1046,498286
1047,498288
1048,498285
1049,498349
1050,498283
1051,498296
1052,498284
1053,498261
1054,498244
1055,498373
1056,498240
1057,498243
1058,498247
1059,499364
1060,498246
1061,498341
1062,498372
1063,498241
1064,498234
1065,498238
1066,498276
1067,498236
1068,497627
1069,497628
1070,498237
1071,498344
1072,499358
1073,498428
1074,498222
1075,498221
1076,498207
1077,498202
1078,498203
1079,498183
1080,498196
1081,498200
1082,498201
1083,498194
1084,498186
1085,498178
1086,498164
1087,498177
1088,498175
1089,498166
1090,498140
1091,498139
1092,498141
1093,498134
1094,498133
1095,498162
1096,498199
1097,498181
1098,498185
1099,498182
1100,498143
1101,498322
1102,498368
1103,498124
1104,498163
1105,496910
1106,496911
1107,496412
1108,496414
1109,496895
1110,496896
1111,496897
1112,496654
1113,496652
1114,496905
1115,496904
1116,496906
1117,496909
1118,497145
1119,497144
1120,496907
1121,496908
1122,496658
1123,496657
1124,496675
1125,498051
1126,498052
1127,498423
1128,498421
1129,498138
1130,498416
1131,498424
1132,498023
1133,498022
1134,498024
1135,497999
1136,497987
1137,497978
1138,497971
1139,497962
1140,497974
1141,497982
1142,498422
1143,497983
1144,497950
1145,496457
1146,496458
1147,497972
1148,496440
1149,497968
1150,496467
1151,496448
1152,497959
1153,498001
1154,498000
1155,497989
1156,498018
1157,498049
1158,498419
1159,499213
1160,498090
1161,498089
1162,498153
1163,498417
1164,498418
1165,498075
1166,498045
1167,498046
1168,498019
1169,498009
1170,498007
1171,498031
1172,498032
1173,498020
1174,498021
1175,498006
1176,498005
1177,497992
1178,497993
1179,497979
1180,497988
1181,497994
1182,498008
1183,497960
1184,497951
1185,496471
1186,496463
1187,496465
1188,499077
1189,496464
1190,496415
1191,496426
1192,496472
1193,496446
1194,496445
1195,497961
1196,498010
1197,497953
1198,496449
1199,496450
1200,499073
1201,496451
1202,496425
1203,499076
1204,496427
1205,496370
1206,496388
1207,496387
1208,499072
1209,499075
1210,496434
1211,499074
1212,496435
1213,496433
1214,496380
1215,496386
1216,496400
1217,496421
1218,496406
1219,496401
1220,496402
1221,496416
1222,496436
1223,496447
1224,496441
1225,496454
1226,496453
1227,496466
1228,496474
1229,496428
1230,496429
1231,496396
1232,496404
1233,497057
1234,497056
1235,497058
1236,496405
1237,496403
1238,496397
1239,497054
1240,497055
1241,497053
1242,496374
1243,496373
1244,496438
1245,497059
1246,496437
1247,497949
1248,497060
1249,497061
1250,496408
1251,496409
1252,496342
1253,496958
1254,496959
1255,496957
1256,497063
1257,497065
1258,497064
1259,499376
1260,496694
1261,496960
1262,497020
1263,497021
1264,497024
1265,496950
1266,497089
1267,496951
1268,496695
1269,497067
1270,496660
1271,496384
1272,496659
1273,498306
1274,496383
1275,496385
1276,496871
1277,486455
1278,496902
1279,496903
1280,496900
1281,496901
1282,496651
1283,496205
1284,496159
1285,496156
1286,496647
1287,496650
1288,496649
1289,496648
1290,496646
1291,496644
1292,496643
1293,496642
1294,496638
1295,496640
1296,496879
1297,497329
1298,497280
1299,499320
1300,496880
1301,499317
1302,499319
1303,499318
1304,496878
1305,496881
1306,496877
1307,496876
1308,499316
1309,496875
1310,496882
1311,499321
1312,499323
1313,499324
1314,499322
1315,496885
1316,496868
1317,497252
1318,499325
1319,497631
1320,499385
1321,496691
1322,497062
1323,496692
1324,497253
1325,496869
1326,496884
1327,496886
1328,496655
1329,499326
1330,499328
1331,499327
1332,486458
1333,496887
1334,499532
1335,499533
1336,497633
1337,497632
1338,497639
1339,499346
1340,486487
1341,499345
1342,499344
1343,499341
1344,499333
1345,487188
1346,499342
1347,498048
1348,499343
1349,498047
1350,497596
1351,498079
1352,499348
1353,499350
1354,499349
1355,498078
1356,498147
1357,498146
1358,498145
1359,498187
1360,498144
1361,498142
1362,498130
1363,498132
1364,498131
1365,498324
1366,498127
1367,498126
1368,498121
1369,498117
1370,498114
1371,498115
1372,499387
1373,498323
1374,498111
1375,498116
1376,498119
1377,498110
1378,498112
1379,498104
1380,497948
1381,498097
1382,497947
1383,497958
1384,498325
1385,498171
1386,498170
1387,498169
1388,498172
1389,499354
1390,498215
1391,499355
1392,499357
1393,499356
1394,497595
1395,497534
1396,497529
1397,497528
1398,497530
1399,499460
1400,497515
1401,497521
1402,499214
1403,497520
1404,497593
1405,497592
1406,497591
1407,497543
1408,497542
1409,499092
1410,499093
1411,497550
1412,499094
1413,497549
1414,497544
1415,497545
1416,497546
1417,497552
1418,497576
1419,497600
1420,497551
1421,497557
1422,497560
1423,497561
1424,497603
1425,497559
1426,497558
1427,498561
1428,497567
1429,497563
1430,497568
1431,497571
1432,499090
1433,497562
1434,497577
1435,497570
1436,489525
1437,489524
1438,497573
1439,497581
1440,497590
1441,497588
1442,497585
1443,497584
1444,497582
1445,497583
1446,499098
1447,499097
1448,499547
1449,497578
1450,497580
1451,497579
1452,499546
1453,489527
1454,489568
1455,489528
1456,497574
1457,497569
1458,490846
1459,492362
1460,489390
1461,489392
1462,489391
1463,499091
1464,497566
1465,497586
1466,487554
1467,497589
1468,487553
1469,487555
1470,497572
1471,497610
1472,497607
1473,489526
1474,497565
1475,497564
1476,9353
1477,9352
1478,9284
1479,9285
1480,9287
1481,9289
1482,9369
1483,9268
1484,9267
1485,9354
1486,487254
1487,497555
1488,497604
1489,497605
1490,497539
1491,499537
1492,499538
1493,497538
1494,497537
1495,497548
1496,499096
1497,497547
1498,497556
1499,497553
1500,497554
1501,499543
1502,499542
1503,497541
1504,497535
1505,497536
1506,497519
1507,497525
1508,497510
1509,497513
1510,497512
1511,497509
1512,497601
1513,497507
1514,497508
1515,497597
1516,497502
1517,497501
1518,497494
1519,497598
1520,497493
1521,497490
1522,497491
1523,498036
1524,498038
1525,498034
1526,498035
1527,487253
1528,497487
1529,497282
1530,497283
1531,497254
1532,497255
1533,497245
1534,497247
1535,497270
1536,497273
1537,497250
1538,497275
1539,497274
1540,497276
1541,497249
1542,497248
1543,497251
1544,496948
1545,497327
1546,496641
1547,497328
1548,496639
1549,496631
1550,496632
1551,496946
1552,496947
1553,496874
1554,496633
1555,486489
1556,486504
1557,486503
1558,499330
1559,499331
1560,499332
1561,499374
1562,496942
1563,499386
1564,499329
1565,497256
1566,496943
1567,496610
1568,496609
1569,496945
1570,486490
1571,496612
1572,496611
1573,496106
1574,496123
1575,496068
1576,496070
1577,496828
1578,496825
1579,496827
1580,496826
1581,498555
1582,496069
1583,496613
1584,496030
1585,496090
1586,496629
1587,496832
1588,496831
1589,499311
1590,496620
1591,496626
1592,496621
1593,496623
1594,496619
1595,496653
1596,496867
1597,496944
1598,496139
1599,496216
1600,499531
1601,496215
1602,496661
1603,496662
1604,496664
1605,496663
1606,499100
1607,499103
1608,499101
1609,496172
1610,496202
1611,496953
1612,496270
1613,497092
1614,499102
1615,498592
1616,496954
1617,498591
1618,496338
1619,497093
1620,497094
1621,499051
1622,496285
1623,496284
1624,496323
1625,496326
1626,496314
1627,496313
1628,496330
1629,496368
1630,499054
1631,496377
1632,496376
1633,496378
1634,496350
1635,496351
1636,496321
1637,496309
1638,496262
1639,499049
1640,496304
1641,496305
1642,499048
1643,499047
1644,499050
1645,496275
1646,496282
1647,496266
1648,496268
1649,496239
1650,496267
1651,496240
1652,496310
1653,499099
1654,496250
1655,496259
1656,496260
1657,497091
1658,496251
1659,496263
1660,496269
1661,496258
1662,496247
1663,496241
1664,496264
1665,496283
1666,496276
1667,496298
1668,496980
1669,499055
1670,496320
1671,499057
1672,499061
1673,496344
1674,496343
1675,496382
1676,499060
1677,496381
1678,499068
1679,496444
1680,496442
1681,499067
1682,497980
1683,497970
1684,496677
1685,496455
1686,496456
1687,496430
1688,496394
1689,496419
1690,496443
1691,499069
1692,496420
1693,496365
1694,496367
1695,499066
1696,496358
1697,496356
1698,496395
1699,496357
1700,496324
1701,496369
1702,496393
1703,496315
1704,496322
1705,496325
1706,496327
1707,496339
1708,499378
1709,499469
1710,496354
1711,496936
1712,497086
1713,496353
1714,496364
1715,496355
1716,497119
1717,497121
1718,497120
1719,497006
1720,497110
1721,497114
1722,497113
1723,497117
1724,497115
1725,497116
1726,496209
1727,496952
1728,497108
1729,497100
1730,497101
1731,497103
1732,497105
1733,496918
1734,496919
1735,496917
1736,496724
1737,496725
1738,497104
1739,497102
1740,496149
1741,498594
1742,498593
1743,497099
1744,496177
1745,496185
1746,496194
1747,496193
1748,496204
1749,496230
1750,496254
1751,496288
1752,499052
1753,496297
1754,496307
1755,496306
1756,496319
1757,496336
1758,499065
1759,496332
1760,496331
1761,496366
1762,496335
1763,496311
1764,496316
1765,496293
1766,496292
1767,496300
1768,496301
1769,496286
1770,496287
1771,496949
1772,496255
1773,496244
1774,496237
1775,496257
1776,496256
1777,496294
1778,496233
1779,496234
1780,496219
1781,496225
1782,496199
1783,496197
1784,496198
1785,498484
1786,495226
1787,496676
1788,496261
1789,496246
1790,496274
1791,496273
1792,499463
1793,496295
1794,496296
1795,496289
1796,496299
1797,496303
1798,496312
1799,496291
1800,496279
1801,499309
1802,496245
1803,497079
1804,497080
1805,499465
1806,499464
1807,499466
1808,499468
1809,499467
1810,491464
1811,491465
1812,496229
1813,496235
1814,496238
1815,499462
1816,496223
1817,496218
1818,496210
1819,496206
1820,496226
1821,496220
1822,496207
1823,496208
1824,496243
1825,496242
1826,496187
1827,496222
1828,496188
1829,496186
1830,496201
1831,495225
1832,496182
1833,496183
1834,496174
1835,496181
1836,496175
1837,496277
1838,496265
1839,496236
1840,496224
1841,496227
1842,496228
1843,496916
1844,496221
1845,496231
1846,496212
1847,496213
1848,496915
1849,496200
1850,496211
1851,496214
1852,496195
1853,497095
1854,496203
1855,496196
1856,497096
1857,496184
1858,496176
1859,496160
1860,496163
1861,496164
1862,496145
1863,496147
1864,496150
1865,496161
1866,496912
1867,496179
1868,496913
1869,496178
1870,496217
1871,499082
1872,499086
1873,499084
1874,499083
1875,499081
1876,499085
1877,499087
1878,499088
1879,499089
1880,497085
1881,497084
1882,496180
1883,497052
1884,497051
1885,496141
1886,496143
1887,496127
1888,496634
1889,496635
1890,496128
1891,496637
1892,496636
1893,496126
1894,496133
1895,496132
1896,496940
1897,496113
1898,496622
1899,496111
1900,496112
1901,496628
1902,496625
1903,496834
1904,496627
1905,496104
1906,496105
1907,496829
1908,496830
1909,496089
1910,496102
1911,496114
1912,496103
1913,496594
1914,496592
1915,496117
1916,496115
1917,496116
1918,496866
1919,496835
1920,496836
1921,496109
1922,496110
1923,496590
1924,496094
1925,496589
1926,496583
1927,496584
1928,496582
1929,496581
1930,499021
1931,499238
1932,496585
1933,496841
1934,496843
1935,496690
1936,496840
1937,497022
1938,496092
1939,496091
1940,496085
1941,496086
1942,496595
1943,499019
1944,496088
1945,496101
1946,496593
1947,496838
1948,496837
1949,496591
1950,496100
1951,496083
1952,496084
1953,496082
1954,496144
1955,496081
1956,496087
1957,496839
1958,496079
1959,496077
1960,496080
1961,496075
1962,496055
1963,496058
1964,499011
1965,496057
1966,496049
1967,496050
1968,496046
1969,496047
1970,496842
1971,499018
1972,499017
1973,496607
1974,496606
1975,496608
1976,496604
1977,496605
1978,496598
1979,496722
1980,496857
1981,496719
1982,496596
1983,496847
1984,496718
1985,496848
1986,496600
1987,497087
1988,496098
1989,496097
1990,496099
1991,496120
1992,496856
1993,496938
1994,499461
1995,496860
1996,496862
1997,496861
1998,496720
1999,496615
2000,496723
2001,496614
2002,496131
2003,496617
2004,496696
2005,496697
2006,496698
2007,497098
2008,496137
2009,496138
2010,496864
2011,496130
2012,496939
2013,496118
2014,496937
2015,496119
2016,499020
2017,499022
2018,496863
2019,496122
2020,496121
2021,496124
2022,496721
2023,496026
2024,496027
2025,496597
2026,496693
2027,496142
2028,496107
2029,496108
2030,496616
2031,496093
2032,495676
2033,495494
2034,495677
2035,495491
2036,495493
2037,495678
2038,495174
2039,495173
2040,495223
2041,495240
2042,495237
2043,495265
2044,495238
2045,495291
2046,497866
2047,497868
2048,497940
2049,497937
2050,497936
2051,497933
2052,497932
2053,497930
2054,492693
2055,492692
2056,495292
2057,495298
2058,495297
2059,495293
2060,498566
2061,497926
2062,497927
2063,497928
2064,497856
2065,495252
2066,497934
2067,495365
2068,495726
2069,495366
2070,495688
2071,495689
2072,497858
2073,499237
2074,497859
2075,497860
2076,497865
2077,497939
2078,497864
2079,497935
2080,497861
2081,487498
2082,487499
2083,487490
2084,487491
2085,497863
2086,495332
2087,495468
2088,495467
2089,495424
2090,495684
2091,495233
2092,495231
2093,495232
2094,495426
2095,495679
2096,495220
2097,495219
2098,495425
2099,495429
2100,495095
2101,495465
2102,495462
2103,495717
2104,499510
2105,496066
2106,496601
2107,496602
2108,496603
2109,496714
2110,496715
2111,496823
2112,496819
2113,496551
2114,496549
2115,496554
2116,496712
2117,496553
2118,496552
2119,496555
2120,496710
2121,495971
2122,496802
2123,495970
2124,496711
2125,495985
2126,495983
2127,495994
2128,496572
2129,496713
2130,496822
2131,496024
2132,496023
2133,496042
2134,496052
2135,496062
2136,496065
2137,496845
2138,496096
2139,496846
2140,496095
2141,496717
2142,496599
2143,496053
2144,496043
2145,496063
2146,496844
2147,496009
2148,496588
2149,496586
2150,496048
2151,496041
2152,496045
2153,496051
2154,499016
2155,496059
2156,496067
2157,496060
2158,496038
2159,496037
2160,496035
2161,496036
2162,497023
2163,496032
2164,496029
2165,496028
2166,496587
2167,496025
2168,496018
2169,496019
2170,496580
2171,496568
2172,496566
2173,495999
2174,495998
2175,496004
2176,496003
2177,496008
2178,496013
2179,496014
2180,499024
2181,496007
2182,496012
2183,496011
2184,496020
2185,496074
2186,496061
2187,496064
2188,496073
2189,496078
2190,496076
2191,496071
2192,496072
2193,499027
2194,496054
2195,496022
2196,495996
2197,496031
2198,496630
2199,495997
2200,495993
2201,497272
2202,497241
2203,497243
2204,497271
2205,497242
2206,497244
2207,497326
2208,497325
2209,497240
2210,497237
2211,497238
2212,497239
2213,497269
2214,497268
2215,497246
2216,497278
2217,497277
2218,4671
2219,5163
2220,497281
2221,5164
2222,497330
2223,497488
2224,497495
2225,497499
2226,497503
2227,499351
2228,499353
2229,499352
2230,497921
2231,497922
2232,497517
2233,498628
2234,497594
2235,497629
2236,497527
2237,497526
2238,497531
2239,497532
2240,497533
2241,497518
2242,497516
2243,497505
2244,497506
2245,489377
2246,489376
2247,489378
2248,497514
2249,497522
2250,497511
2251,489375
2252,489374
2253,497523
2254,497710
2255,497524
2256,497504
2257,497500
2258,497496
2259,497497
2260,497485
2261,497803
2262,497486
2263,488285
2264,488291
2265,488286
2266,497484
2267,497482
2268,497772
2269,9356
2270,9357
2271,9355
2272,497599
2273,9312
2274,9329
2275,9227
2276,9229
2277,9228
2278,9306
2279,9307
2280,9206
2281,9207
2282,9198
2283,9213
2284,9235
2285,9234
2286,9371
2287,9254
2288,9252
2289,9258
2290,9259
2291,9253
2292,9237
2293,9335
2294,9236
2295,9321
2296,9196
2297,9195
2298,9164
2299,9163
2300,9159
2301,9162
2302,9171
2303,9170
2304,9315
2305,9363
2306,9316
2307,9314
2308,9209
2309,9201
2310,9202
2311,9364
2312,9396
2313,9203
2314,9193
2315,9194
2316,9178
2317,9179
2318,9397
2319,9398
2320,9317
2321,9319
2322,9320
2323,10649
2324,9399
2325,9120
2326,9123
2327,9168
2328,9294
2329,9167
2330,9138
2331,9139
2332,9147
2333,9149
2334,9176
2335,9293
2336,9175
2337,9150
2338,9135
2339,9136
2340,9095
2341,9106
2342,9107
2343,4915
2344,4900
2345,4890
2346,4893
2347,9093
2348,9111
2349,9124
2350,9148
2351,9142
2352,9394
2353,9395
2354,9181
2355,9180
2356,9182
2357,9172
2358,9173
2359,9200
2360,9220
2361,9375
2362,9214
2363,9393
2364,6192
2365,9208
2366,9184
2367,9187
2368,9186
2369,9192
2370,9216
2371,9217
2372,9204
2373,9188
2374,9189
2375,9190
2376,9199
2377,9169
2378,9165
2379,9166
2380,9177
2381,9160
2382,9155
2383,9185
2384,9151
2385,9156
2386,9183
2387,10416
2388,9143
2389,9132
2390,9152
2391,9161
2392,9125
2393,2096
2394,9158
2395,9108
2396,9309
2397,9110
2398,9434
2399,9109
2400,9114
2401,9401
2402,9437
2403,9445
2404,9444
2405,10713
2406,4432
2407,8810
2408,4433
2409,9405
2410,9400
2411,6246
2412,5886
2413,6249
2414,6106
2415,5894
2416,6105
2417,9076
2418,9083
2419,9408
2420,6104
2421,5872
2422,5875
2423,5870
2424,5871
2425,5876
2426,5868
2427,5869
2428,6254
2429,10390
2430,10697
2431,10505
2432,10465
2433,6253
2434,10463
2435,9588
2436,6257
2437,9567
2438,10801
2439,6256
2440,5792
2441,5784
2442,5786
2443,10879
2444,10871
2445,10804
2446,5761
2447,5769
2448,5776
2449,5775
2450,9592
2451,10882
2452,6260
2453,6261
2454,6263
2455,9591
2456,5764
2457,6258
2458,10862
2459,5763
2460,6262
2461,9636
2462,9707
2463,9711
2464,10340
2465,10334
2466,10335
2467,6191
2468,5780
2469,5791
2470,9599
2471,9598
2472,10884
2473,5779
2474,5914
2475,5913
2476,5915
2477,5181
2478,10418
2479,10419
2480,10886
2481,10887
2482,5757
2483,10888
2484,10891
2485,10889
2486,5756
2487,5771
2488,10802
2489,4800
2490,10797
2491,10890
2492,10880
2493,10881
2494,5785
2495,4799
2496,5035
